"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Evening workout 🏋️","12 Aug 2025, 20:03","12 Aug 2025, 20:24","","Incline Bench Press (Smith Machine)",,"",1,"warmup",60,6,,,
"Evening workout 🏋️","12 Aug 2025, 20:03","12 Aug 2025, 20:24","","Incline Bench Press (Smith Machine)",,"",2,"normal",70,9,,,
"Evening workout 🏋️","12 Aug 2025, 20:03","12 Aug 2025, 20:24","","Incline Bench Press (Smith Machine)",,"",3,"normal",74,4,,,
"Evening workout 🏋️","12 Aug 2025, 20:03","12 Aug 2025, 20:24","","Incline Bench Press (Smith Machine)",,"",4,"normal",70,5,,,
"Evening workout 🏋️","12 Aug 2025, 20:03","12 Aug 2025, 20:24","","Incline Bench Press (Smith Machine)",,"",5,"normal",70,4,,,
"Evening workout 🏋️","12 Aug 2025, 20:03","12 Aug 2025, 20:24","","Incline Bench Press (Smith Machine)",,"",6,"normal",50,4,,,
"Evening workout 🏋️","12 Aug 2025, 20:03","12 Aug 2025, 20:24","","Chest Press (Machine)",,"",0,"normal",20.4,5,,,
"Evening workout 🏋️","11 Aug 2025, 19:55","11 Aug 2025, 20:54","","Lat Pulldown - Close Grip (Cable)",,"",0,"warmup",50,8,,,
"Evening workout 🏋️","11 Aug 2025, 19:55","11 Aug 2025, 20:54","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",57,9,,,
"Evening workout 🏋️","11 Aug 2025, 19:55","11 Aug 2025, 20:54","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",63,4,,,
"Evening workout 🏋️","11 Aug 2025, 19:55","11 Aug 2025, 20:54","","Lat Pulldown - Close Grip (Cable)",,"",3,"normal",57,6,,,
"Evening workout 🏋️","11 Aug 2025, 19:55","11 Aug 2025, 20:54","","Lat Pulldown - Close Grip (Cable)",,"",4,"normal",57,4,,,
"Evening workout 🏋️","11 Aug 2025, 19:55","11 Aug 2025, 20:54","","Lat Pullover",,"",0,"normal",18.1,10,,,
"Evening workout 🏋️","11 Aug 2025, 19:55","11 Aug 2025, 20:54","","Lat Pullover",,"",1,"normal",20.4,9,,,
"Evening workout 🏋️","11 Aug 2025, 19:55","11 Aug 2025, 20:54","","Lat Pullover",,"",2,"normal",20.4,9,,,
"Evening workout 🏋️","11 Aug 2025, 19:55","11 Aug 2025, 20:54","","Lat Pulldown (Cable)",,"",0,"warmup",50,6,,,
"Evening workout 🏋️","11 Aug 2025, 19:55","11 Aug 2025, 20:54","","Lat Pulldown (Cable)",,"",1,"normal",50,6,,,
"Evening workout 🏋️","11 Aug 2025, 19:55","11 Aug 2025, 20:54","","Lat Pulldown (Cable)",,"",2,"normal",50,6,,,
"Evening workout 🏋️","11 Aug 2025, 19:55","11 Aug 2025, 20:54","","bayesian  curls",,"",0,"normal",9.1,12,,,
"Evening workout 🏋️","11 Aug 2025, 19:55","11 Aug 2025, 20:54","","bayesian  curls",,"",1,"normal",11.3,4,,,
"Evening workout 🏋️","11 Aug 2025, 19:55","11 Aug 2025, 20:54","","bayesian  curls",,"",2,"normal",9.1,10,,,
"Evening workout 🏋️","11 Aug 2025, 19:55","11 Aug 2025, 20:54","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",52,8,,,
"Evening workout 🏋️","11 Aug 2025, 19:55","11 Aug 2025, 20:54","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",52,8,,,
"Evening workout 🏋️","11 Aug 2025, 19:55","11 Aug 2025, 20:54","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",59,4,,,
"Afternoon workout 💪","10 Aug 2025, 14:22","10 Aug 2025, 15:23","","Lateral Raise (Cable)",,"",0,"normal",5,10,,,
"Afternoon workout 💪","10 Aug 2025, 14:22","10 Aug 2025, 15:23","","Lateral Raise (Cable)",,"",1,"normal",5,7,,,
"Afternoon workout 💪","10 Aug 2025, 14:22","10 Aug 2025, 15:23","","Lateral Raise (Cable)",,"",2,"normal",5,10,,,
"Afternoon workout 💪","10 Aug 2025, 14:22","10 Aug 2025, 15:23","","Lateral Raise (Cable)",,"",3,"normal",5,6,,,
"Afternoon workout 💪","10 Aug 2025, 14:22","10 Aug 2025, 15:23","","Leg Press (Machine)",,"",0,"warmup",100,6,,,
"Afternoon workout 💪","10 Aug 2025, 14:22","10 Aug 2025, 15:23","","Leg Press (Machine)",,"",1,"warmup",100,6,,,
"Afternoon workout 💪","10 Aug 2025, 14:22","10 Aug 2025, 15:23","","Leg Press (Machine)",,"",2,"normal",150,8,,,
"Afternoon workout 💪","10 Aug 2025, 14:22","10 Aug 2025, 15:23","","Leg Press (Machine)",,"",3,"normal",160,7,,,
"Afternoon workout 💪","10 Aug 2025, 14:22","10 Aug 2025, 15:23","","Leg Press (Machine)",,"",4,"normal",160,7,,,
"Afternoon workout 💪","10 Aug 2025, 14:22","10 Aug 2025, 15:23","","Leg Press (Machine)",,"",5,"normal",170,3,,,
"Afternoon workout 💪","10 Aug 2025, 14:22","10 Aug 2025, 15:23","","Leg Extension (Machine)",,"",0,"normal",63,10,,,
"Afternoon workout 💪","10 Aug 2025, 14:22","10 Aug 2025, 15:23","","Leg Extension (Machine)",,"",1,"normal",70,10,,,
"Afternoon workout 💪","8 Aug 2025, 15:01","8 Aug 2025, 16:08","","Single Arm Triceps Pushdown (Cable)",,"",0,"warmup",9.1,10,,,
"Afternoon workout 💪","8 Aug 2025, 15:01","8 Aug 2025, 16:08","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",9.1,10,,,
"Afternoon workout 💪","8 Aug 2025, 15:01","8 Aug 2025, 16:08","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",9.1,9,,,
"Afternoon workout 💪","8 Aug 2025, 15:01","8 Aug 2025, 16:08","","Single Arm Triceps Pushdown (Cable)",,"",3,"normal",9.1,6,,,
"Afternoon workout 💪","8 Aug 2025, 15:01","8 Aug 2025, 16:08","","Single Arm Triceps Pushdown (Cable)",,"",4,"normal",11.3,5,,,
"Afternoon workout 💪","8 Aug 2025, 15:01","8 Aug 2025, 16:08","","Single Arm Triceps Pushdown (Cable)",,"",5,"normal",11.3,5,,,
"Afternoon workout 💪","8 Aug 2025, 15:01","8 Aug 2025, 16:08","","Triceps Extension (Cable)",,"",0,"normal",18.1,8,,,
"Afternoon workout 💪","8 Aug 2025, 15:01","8 Aug 2025, 16:08","","Triceps Extension (Cable)",,"",1,"normal",15.9,6,,,
"Afternoon workout 💪","8 Aug 2025, 15:01","8 Aug 2025, 16:08","","Triceps Extension (Cable)",,"",2,"normal",18.1,6,,,
"Afternoon workout 💪","8 Aug 2025, 15:01","8 Aug 2025, 16:08","","Triceps Extension (Barbell)",,"",0,"normal",15,6,,,
"Afternoon workout 💪","8 Aug 2025, 15:01","8 Aug 2025, 16:08","","Triceps Extension (Barbell)",,"",1,"normal",15,10,,,
"Afternoon workout 💪","8 Aug 2025, 15:01","8 Aug 2025, 16:08","","Triceps Extension (Barbell)",,"",2,"normal",15,10,,,
"Afternoon workout 💪","8 Aug 2025, 15:01","8 Aug 2025, 16:08","","Triceps Extension (Dumbbell)",,"",0,"normal",7.5,6,,,
"Afternoon workout 💪","8 Aug 2025, 15:01","8 Aug 2025, 16:08","","Triceps Extension (Dumbbell)",,"",1,"normal",7.5,5,,,
"Afternoon workout 💪","8 Aug 2025, 15:01","8 Aug 2025, 16:08","","Triceps Extension (Dumbbell)",,"",2,"normal",10,4,,,
"Afternoon workout 💪","8 Aug 2025, 15:01","8 Aug 2025, 16:08","","Bicep Curl (Cable)",,"",0,"normal",20.1,7,,,
"Afternoon workout 💪","8 Aug 2025, 15:01","8 Aug 2025, 16:08","","Bicep Curl (Cable)",,"",1,"normal",18.1,10,,,
"Afternoon workout 💪","8 Aug 2025, 15:01","8 Aug 2025, 16:08","","Bicep Curl (Cable)",,"",2,"normal",18.1,8,,,
"Afternoon workout 💪","8 Aug 2025, 15:01","8 Aug 2025, 16:08","","Bicep Curl (Cable)",,"",3,"normal",18.1,6,,,
"Afternoon workout 💪","8 Aug 2025, 15:01","8 Aug 2025, 16:08","","Preacher Curl (Dumbbell)",,"",0,"normal",15,5,,,
"Afternoon workout 💪","8 Aug 2025, 15:01","8 Aug 2025, 16:08","","Preacher Curl (Dumbbell)",,"",1,"normal",15,4,,,
"Afternoon workout 💪","8 Aug 2025, 15:01","8 Aug 2025, 16:08","","Preacher Curl (Dumbbell)",,"",2,"normal",12.5,6,,,
"Evening workout 🏋️","5 Aug 2025, 20:14","5 Aug 2025, 20:55","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",57,9,,,
"Evening workout 🏋️","5 Aug 2025, 20:14","5 Aug 2025, 20:55","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",63,6,,,
"Evening workout 🏋️","5 Aug 2025, 20:14","5 Aug 2025, 20:55","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",57,8,,,
"Evening workout 🏋️","5 Aug 2025, 20:14","5 Aug 2025, 20:55","","Lat Pullover",,"",0,"normal",18.1,8,,,
"Evening workout 🏋️","5 Aug 2025, 20:14","5 Aug 2025, 20:55","","Lat Pullover",,"",1,"normal",20.4,7,,,
"Evening workout 🏋️","5 Aug 2025, 20:14","5 Aug 2025, 20:55","","Lat Pullover",,"",2,"normal",20.4,6,,,
"Evening workout 🏋️","5 Aug 2025, 20:14","5 Aug 2025, 20:55","","Lat Pulldown (Cable)",,"",0,"warmup",52,7,,,
"Evening workout 🏋️","5 Aug 2025, 20:14","5 Aug 2025, 20:55","","Lat Pulldown (Cable)",,"",1,"normal",52,6,,,
"Evening workout 🏋️","5 Aug 2025, 20:14","5 Aug 2025, 20:55","","Lat Pulldown (Cable)",,"",2,"normal",52,5,,,
"Evening workout 🏋️","5 Aug 2025, 20:14","5 Aug 2025, 20:55","","Lat Pulldown (Cable)",,"",3,"normal",59,3,,,
"Evening workout 🏋️","5 Aug 2025, 20:14","5 Aug 2025, 20:55","","Single Arm Lat Pulldown",,"",0,"normal",18,6,,,
"Evening workout 🏋️","5 Aug 2025, 20:14","5 Aug 2025, 20:55","","Single Arm Lat Pulldown",,"",1,"normal",18,6,,,
"Evening workout 🏋️","5 Aug 2025, 20:14","5 Aug 2025, 20:55","","Single Arm Lat Pulldown",,"",2,"normal",23,5,,,
"Evening workout 🏋️","5 Aug 2025, 20:14","5 Aug 2025, 20:55","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",52,6,,,
"Evening workout 🏋️","5 Aug 2025, 20:14","5 Aug 2025, 20:55","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",52,6,,,
"Evening workout 🏋️","4 Aug 2025, 20:01","4 Aug 2025, 21:12","","Seated Shoulder Press (Machine)",,"",0,"normal",50,10,,,
"Evening workout 🏋️","4 Aug 2025, 20:01","4 Aug 2025, 21:12","","Seated Shoulder Press (Machine)",,"",1,"normal",57,7,,,
"Evening workout 🏋️","4 Aug 2025, 20:01","4 Aug 2025, 21:12","","Seated Shoulder Press (Machine)",,"",2,"normal",57,5,,,
"Evening workout 🏋️","4 Aug 2025, 20:01","4 Aug 2025, 21:12","","Seated Shoulder Press (Machine)",,"",3,"normal",57,9,,,
"Evening workout 🏋️","4 Aug 2025, 20:01","4 Aug 2025, 21:12","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",9.1,12,,,
"Evening workout 🏋️","4 Aug 2025, 20:01","4 Aug 2025, 21:12","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",11.3,6,,,
"Evening workout 🏋️","4 Aug 2025, 20:01","4 Aug 2025, 21:12","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",9.1,10,,,
"Evening workout 🏋️","4 Aug 2025, 20:01","4 Aug 2025, 21:12","","Preacher Curl (Dumbbell)",,"",0,"normal",15,7,,,
"Evening workout 🏋️","4 Aug 2025, 20:01","4 Aug 2025, 21:12","","Preacher Curl (Dumbbell)",,"",1,"normal",15,8,,,
"Evening workout 🏋️","4 Aug 2025, 20:01","4 Aug 2025, 21:12","","Preacher Curl (Dumbbell)",,"",2,"normal",15,8,,,
"Evening workout 🏋️","4 Aug 2025, 20:01","4 Aug 2025, 21:12","","Bicep Curl (Cable)",,"",0,"normal",15.9,10,,,
"Evening workout 🏋️","4 Aug 2025, 20:01","4 Aug 2025, 21:12","","Bicep Curl (Cable)",,"",1,"normal",18.1,8,,,
"Evening workout 🏋️","4 Aug 2025, 20:01","4 Aug 2025, 21:12","","Bicep Curl (Cable)",,"",2,"normal",20.1,8,,,
"Evening workout 🏋️","4 Aug 2025, 20:01","4 Aug 2025, 21:12","","Bicep Curl (Cable)",,"",3,"normal",20.1,6,,,
"Afternoon workout 💪","3 Aug 2025, 14:56","3 Aug 2025, 16:34","","Leg Press (Machine)",,"",0,"warmup",50,6,,,
"Afternoon workout 💪","3 Aug 2025, 14:56","3 Aug 2025, 16:34","","Leg Press (Machine)",,"",1,"warmup",100,6,,,
"Afternoon workout 💪","3 Aug 2025, 14:56","3 Aug 2025, 16:34","","Leg Press (Machine)",,"",2,"normal",150,8,,,
"Afternoon workout 💪","3 Aug 2025, 14:56","3 Aug 2025, 16:34","","Leg Press (Machine)",,"",3,"normal",160,7,,,
"Afternoon workout 💪","3 Aug 2025, 14:56","3 Aug 2025, 16:34","","Leg Press (Machine)",,"",4,"normal",140,6,,,
"Afternoon workout 💪","3 Aug 2025, 14:56","3 Aug 2025, 16:34","","Leg Press (Machine)",,"",5,"normal",140,5,,,
"Afternoon workout 💪","3 Aug 2025, 14:56","3 Aug 2025, 16:34","","Leg Press (Machine)",,"",6,"normal",140,5,,,
"Afternoon workout 💪","3 Aug 2025, 14:56","3 Aug 2025, 16:34","","Seated Leg Curl (Machine)",,"",0,"normal",36,10,,,
"Afternoon workout 💪","3 Aug 2025, 14:56","3 Aug 2025, 16:34","","Seated Leg Curl (Machine)",,"",1,"normal",36,10,,,
"Afternoon workout 💪","3 Aug 2025, 14:56","3 Aug 2025, 16:34","","Seated Leg Curl (Machine)",,"",2,"normal",36,6,,,
"Afternoon workout 💪","3 Aug 2025, 14:56","3 Aug 2025, 16:34","","Leg Extension (Machine)",,"",0,"normal",63,10,,,
"Afternoon workout 💪","3 Aug 2025, 14:56","3 Aug 2025, 16:34","","Leg Extension (Machine)",,"",1,"normal",63,10,,,
"Afternoon workout 💪","27 Jul 2025, 14:37","27 Jul 2025, 15:42","","Leg Press (Machine)",,"",0,"warmup",50,6,,,
"Afternoon workout 💪","27 Jul 2025, 14:37","27 Jul 2025, 15:42","","Leg Press (Machine)",,"",1,"warmup",100,6,,,
"Afternoon workout 💪","27 Jul 2025, 14:37","27 Jul 2025, 15:42","","Leg Press (Machine)",,"",2,"normal",150,8,,,
"Afternoon workout 💪","27 Jul 2025, 14:37","27 Jul 2025, 15:42","","Leg Press (Machine)",,"",3,"normal",160,7,,,
"Afternoon workout 💪","27 Jul 2025, 14:37","27 Jul 2025, 15:42","","Leg Press (Machine)",,"",4,"normal",140,6,,,
"Afternoon workout 💪","27 Jul 2025, 14:37","27 Jul 2025, 15:42","","Leg Press (Machine)",,"",5,"normal",140,6,,,
"Afternoon workout 💪","27 Jul 2025, 14:37","27 Jul 2025, 15:42","","Seated Leg Curl (Machine)",,"",0,"normal",36,8,,,
"Afternoon workout 💪","27 Jul 2025, 14:37","27 Jul 2025, 15:42","","Seated Leg Curl (Machine)",,"",1,"normal",36,9,,,
"Afternoon workout 💪","27 Jul 2025, 14:37","27 Jul 2025, 15:42","","Seated Leg Curl (Machine)",,"",2,"normal",36,9,,,
"Afternoon workout 💪","27 Jul 2025, 14:37","27 Jul 2025, 15:42","","Leg Extension (Machine)",,"",0,"normal",63,12,,,
"Afternoon workout 💪","27 Jul 2025, 14:37","27 Jul 2025, 15:42","","Leg Extension (Machine)",,"",1,"normal",63,9,,,
"Afternoon workout 💪","27 Jul 2025, 14:37","27 Jul 2025, 15:42","","Leg Extension (Machine)",,"",2,"normal",63,7,,,
"Morning workout ☀️","22 Jul 2025, 07:03","22 Jul 2025, 08:59","","Lat Pulldown (Cable)",,"",0,"warmup",39,6,,,
"Morning workout ☀️","22 Jul 2025, 07:03","22 Jul 2025, 08:59","","Lat Pulldown (Cable)",,"",1,"normal",52,10,,,
"Morning workout ☀️","22 Jul 2025, 07:03","22 Jul 2025, 08:59","","Lat Pulldown (Cable)",,"",2,"normal",54.6,7,,,
"Morning workout ☀️","22 Jul 2025, 07:03","22 Jul 2025, 08:59","","Lat Pulldown (Cable)",,"",3,"normal",54.6,7,,,
"Morning workout ☀️","22 Jul 2025, 07:03","22 Jul 2025, 08:59","","Lat Pulldown (Cable)",,"",4,"normal",57,7,,,
"Morning workout ☀️","22 Jul 2025, 07:03","22 Jul 2025, 08:59","","Bent Over Row (Barbell)",,"",0,"normal",20,10,,,
"Morning workout ☀️","22 Jul 2025, 07:03","22 Jul 2025, 08:59","","Bent Over Row (Barbell)",,"",1,"normal",25,4,,,
"Morning workout ☀️","22 Jul 2025, 07:03","22 Jul 2025, 08:59","","Bent Over Row (Barbell)",,"",2,"normal",25,4,,,
"Morning workout ☀️","22 Jul 2025, 07:03","22 Jul 2025, 08:59","","Bent Over Row (Barbell)",,"",3,"normal",20,10,,,
"Morning workout ☀️","22 Jul 2025, 07:03","22 Jul 2025, 08:59","","Lat Pullover",,"",0,"normal",15.9,10,,,
"Morning workout ☀️","22 Jul 2025, 07:03","22 Jul 2025, 08:59","","Lat Pullover",,"",1,"normal",15.9,8,,,
"Morning workout ☀️","22 Jul 2025, 07:03","22 Jul 2025, 08:59","","Lat Pullover",,"",2,"normal",18.1,6,,,
"Morning workout ☀️","22 Jul 2025, 07:03","22 Jul 2025, 08:59","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",45,12,,,
"Morning workout ☀️","22 Jul 2025, 07:03","22 Jul 2025, 08:59","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",45,12,,,
"Morning workout ☀️","22 Jul 2025, 07:03","22 Jul 2025, 08:59","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",45,10,,,
"Morning workout ☀️","22 Jul 2025, 07:03","22 Jul 2025, 08:59","","Bicep Curl (Cable)",,"",0,"normal",15.9,10,,,
"Morning workout ☀️","22 Jul 2025, 07:03","22 Jul 2025, 08:59","","Bicep Curl (Cable)",,"",1,"normal",15.9,10,,,
"Morning workout ☀️","22 Jul 2025, 07:03","22 Jul 2025, 08:59","","Bicep Curl (Cable)",,"",2,"normal",18.1,7,,,
"Afternoon workout 💪","21 Jul 2025, 14:54","21 Jul 2025, 16:58","","Incline Bench Press (Smith Machine)",,"",0,"warmup",40,8,,,
"Afternoon workout 💪","21 Jul 2025, 14:54","21 Jul 2025, 16:58","","Incline Bench Press (Smith Machine)",,"",1,"warmup",60,6,,,
"Afternoon workout 💪","21 Jul 2025, 14:54","21 Jul 2025, 16:58","","Incline Bench Press (Smith Machine)",,"",2,"normal",70,8,,,
"Afternoon workout 💪","21 Jul 2025, 14:54","21 Jul 2025, 16:58","","Incline Bench Press (Smith Machine)",,"",3,"normal",70,6,,,
"Afternoon workout 💪","21 Jul 2025, 14:54","21 Jul 2025, 16:58","","Incline Bench Press (Smith Machine)",,"",4,"normal",70,4,,,
"Afternoon workout 💪","21 Jul 2025, 14:54","21 Jul 2025, 16:58","","Incline Bench Press (Smith Machine)",,"",5,"normal",60,6,,,
"Afternoon workout 💪","21 Jul 2025, 14:54","21 Jul 2025, 16:58","","Bench Press (Smith Machine)",,"",0,"warmup",70,8,,,
"Afternoon workout 💪","21 Jul 2025, 14:54","21 Jul 2025, 16:58","","Bench Press (Smith Machine)",,"",1,"normal",70,7,,,
"Afternoon workout 💪","21 Jul 2025, 14:54","21 Jul 2025, 16:58","","Bench Press (Smith Machine)",,"",2,"normal",70,6,,,
"Afternoon workout 💪","21 Jul 2025, 14:54","21 Jul 2025, 16:58","","Chest Press (Machine)",,"",0,"normal",13.6,12,,,
"Afternoon workout 💪","21 Jul 2025, 14:54","21 Jul 2025, 16:58","","Chest Press (Machine)",,"",1,"normal",15.9,12,,,
"Afternoon workout 💪","21 Jul 2025, 14:54","21 Jul 2025, 16:58","","Chest Press (Machine)",,"",2,"normal",18.1,12,,,
"Afternoon workout 💪","21 Jul 2025, 14:54","21 Jul 2025, 16:58","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",9.1,12,,,
"Afternoon workout 💪","21 Jul 2025, 14:54","21 Jul 2025, 16:58","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",9.1,10,,,
"Afternoon workout 💪","21 Jul 2025, 14:54","21 Jul 2025, 16:58","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",9.1,8,,,
"Afternoon workout 💪","21 Jul 2025, 14:54","21 Jul 2025, 16:58","","Triceps Extension (Cable)",,"",0,"normal",15.9,6,,,
"Afternoon workout 💪","21 Jul 2025, 14:54","21 Jul 2025, 16:58","","Triceps Extension (Cable)",,"",1,"normal",15.9,6,,,
"Afternoon workout 💪","21 Jul 2025, 14:54","21 Jul 2025, 16:58","","Triceps Extension (Cable)",,"",2,"normal",15.9,6,,,
"Afternoon workout 💪","20 Jul 2025, 14:41","20 Jul 2025, 16:02","","Leg Press (Machine)",,"",0,"warmup",50,6,,,
"Afternoon workout 💪","20 Jul 2025, 14:41","20 Jul 2025, 16:02","","Leg Press (Machine)",,"",1,"warmup",100,6,,,
"Afternoon workout 💪","20 Jul 2025, 14:41","20 Jul 2025, 16:02","","Leg Press (Machine)",,"",2,"normal",140,8,,,
"Afternoon workout 💪","20 Jul 2025, 14:41","20 Jul 2025, 16:02","","Leg Press (Machine)",,"",3,"normal",150,8,,,
"Afternoon workout 💪","20 Jul 2025, 14:41","20 Jul 2025, 16:02","","Leg Press (Machine)",,"",4,"normal",150,8,,,
"Afternoon workout 💪","20 Jul 2025, 14:41","20 Jul 2025, 16:02","","Leg Press (Machine)",,"",5,"normal",130,6,,,
"Afternoon workout 💪","20 Jul 2025, 14:41","20 Jul 2025, 16:02","","Leg Extension (Machine)",,"",0,"normal",63,13,,,
"Afternoon workout 💪","20 Jul 2025, 14:41","20 Jul 2025, 16:02","","Leg Extension (Machine)",,"",1,"normal",63,10,,,
"Afternoon workout 💪","20 Jul 2025, 14:41","20 Jul 2025, 16:02","","Leg Extension (Machine)",,"",2,"normal",63,8,,,
"Afternoon workout 💪","20 Jul 2025, 14:41","20 Jul 2025, 16:02","","Seated Leg Curl (Machine)",,"",0,"normal",29,12,,,
"Afternoon workout 💪","20 Jul 2025, 14:41","20 Jul 2025, 16:02","","Seated Leg Curl (Machine)",,"",1,"normal",36,7,,,
"Afternoon workout 💪","20 Jul 2025, 14:41","20 Jul 2025, 16:02","","Seated Leg Curl (Machine)",,"",2,"normal",36,6,,,
"Afternoon workout 💪","18 Jul 2025, 14:39","18 Jul 2025, 15:47","","bayesian  curls",,"",0,"normal",9.1,12,,,
"Afternoon workout 💪","18 Jul 2025, 14:39","18 Jul 2025, 15:47","","bayesian  curls",,"",1,"normal",11.3,7,,,
"Afternoon workout 💪","18 Jul 2025, 14:39","18 Jul 2025, 15:47","","bayesian  curls",,"",2,"normal",11.3,6,,,
"Afternoon workout 💪","18 Jul 2025, 14:39","18 Jul 2025, 15:47","","bayesian  curls",,"",3,"normal",9.1,10,,,
"Afternoon workout 💪","18 Jul 2025, 14:39","18 Jul 2025, 15:47","","Lat Pulldown (Cable)",,"",0,"normal",50,6,,,
"Afternoon workout 💪","18 Jul 2025, 14:39","18 Jul 2025, 15:47","","Lat Pulldown (Cable)",,"",1,"normal",57,8,,,
"Afternoon workout 💪","18 Jul 2025, 14:39","18 Jul 2025, 15:47","","Lat Pulldown (Cable)",,"",2,"normal",57,6,,,
"Afternoon workout 💪","18 Jul 2025, 14:39","18 Jul 2025, 15:47","","Lat Pullover",,"",0,"normal",18.1,10,,,
"Afternoon workout 💪","18 Jul 2025, 14:39","18 Jul 2025, 15:47","","Lat Pullover",,"",1,"normal",18.1,10,,,
"Afternoon workout 💪","18 Jul 2025, 14:39","18 Jul 2025, 15:47","","Lat Pullover",,"",2,"normal",18.1,10,,,
"Afternoon workout 💪","18 Jul 2025, 14:39","18 Jul 2025, 15:47","","Bent Over Row (Barbell)",,"",0,"normal",20,10,,,
"Afternoon workout 💪","18 Jul 2025, 14:39","18 Jul 2025, 15:47","","Bent Over Row (Barbell)",,"",1,"normal",25,8,,,
"Afternoon workout 💪","18 Jul 2025, 14:39","18 Jul 2025, 15:47","","Bent Over Row (Barbell)",,"",2,"normal",25,5,,,
"Afternoon workout 💪","18 Jul 2025, 14:39","18 Jul 2025, 15:47","","Bent Over Row (Barbell)",,"",3,"normal",15,4,,,
"Afternoon workout 💪","18 Jul 2025, 14:39","18 Jul 2025, 15:47","","Preacher Curl (Dumbbell)",,"",0,"normal",12.5,10,,,
"Afternoon workout 💪","18 Jul 2025, 14:39","18 Jul 2025, 15:47","","Preacher Curl (Dumbbell)",,"",1,"normal",12.5,7,,,
"Afternoon workout 💪","17 Jul 2025, 14:31","17 Jul 2025, 15:57","","Incline Bench Press (Smith Machine)",,"",0,"warmup",40,6,,,
"Afternoon workout 💪","17 Jul 2025, 14:31","17 Jul 2025, 15:57","","Incline Bench Press (Smith Machine)",,"",1,"warmup",60,6,,,
"Afternoon workout 💪","17 Jul 2025, 14:31","17 Jul 2025, 15:57","","Incline Bench Press (Smith Machine)",,"",2,"normal",70,10,,,
"Afternoon workout 💪","17 Jul 2025, 14:31","17 Jul 2025, 15:57","","Incline Bench Press (Smith Machine)",,"",3,"normal",70,5,,,
"Afternoon workout 💪","17 Jul 2025, 14:31","17 Jul 2025, 15:57","","Incline Bench Press (Smith Machine)",,"",4,"normal",70,6,,,
"Afternoon workout 💪","17 Jul 2025, 14:31","17 Jul 2025, 15:57","","Incline Bench Press (Smith Machine)",,"",5,"normal",75,4,,,
"Afternoon workout 💪","17 Jul 2025, 14:31","17 Jul 2025, 15:57","","Bench Press (Smith Machine)",,"",0,"warmup",40,6,,,
"Afternoon workout 💪","17 Jul 2025, 14:31","17 Jul 2025, 15:57","","Bench Press (Smith Machine)",,"",1,"normal",70,8,,,
"Afternoon workout 💪","17 Jul 2025, 14:31","17 Jul 2025, 15:57","","Bench Press (Smith Machine)",,"",2,"normal",75,4,,,
"Afternoon workout 💪","17 Jul 2025, 14:31","17 Jul 2025, 15:57","","Bench Press (Smith Machine)",,"",3,"normal",70,6,,,
"Afternoon workout 💪","17 Jul 2025, 14:31","17 Jul 2025, 15:57","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",9.1,11,,,
"Afternoon workout 💪","17 Jul 2025, 14:31","17 Jul 2025, 15:57","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",9.1,7,,,
"Afternoon workout 💪","17 Jul 2025, 14:31","17 Jul 2025, 15:57","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",9.1,9,,,
"Afternoon workout 💪","17 Jul 2025, 14:31","17 Jul 2025, 15:57","","Single Arm Triceps Pushdown (Cable)",,"",3,"normal",9.1,6,,,
"Afternoon workout 💪","17 Jul 2025, 14:31","17 Jul 2025, 15:57","","Triceps Extension (Cable)",,"",0,"normal",18.4,6,,,
"Afternoon workout 💪","17 Jul 2025, 14:31","17 Jul 2025, 15:57","","Triceps Extension (Cable)",,"",1,"normal",15.9,6,,,
"Afternoon workout 💪","17 Jul 2025, 14:31","17 Jul 2025, 15:57","","Triceps Extension (Cable)",,"",2,"normal",15.9,4,,,
"Afternoon workout 💪","16 Jul 2025, 14:47","16 Jul 2025, 15:57","","Lateral Raise (Cable)",,"",0,"normal",5,10,,,
